id,term,category,weight
8914,teh o siu tai,positive,0.603
9308,tzai si,positive,0.603
335,ah mm,positive,0.602
927,belcube,positive,0.602
1628,cheese,positive,0.602
2102,cube-shaped,positive,0.602
3202,gado gado,positive,0.602
3711,herb,positive,0.602
4790,kopi siew tai,positive,0.602
4820,kuah lemak,positive,0.602
4845,kuih bingka pandan,positive,0.602
5757,mini packet,positive,0.602
6501,pandan leaf,positive,0.602
7218,raya,positive,0.602
7513,sago,positive,0.602
7514,sago gula melaka,positive,0.602
7804,sesame seed,positive,0.602
8788,tampan,positive,0.602
8834,tapioca,positive,0.602
9054,thunder tea rice,positive,0.602
9791,wise,positive,0.602
25,able,positive,0.601
1423,can,positive,0.601
1633,cheese prata,positive,0.601
1812,clarify misunderstanding,positive,0.601
1822,clear doubt,positive,0.601
2891,fasting,positive,0.601
3013,flat rice noodles,positive,0.601
3336,ginger sauce,positive,0.601
3494,grilled fish,positive,0.601
3737,high-spirited,positive,0.601
3960,ikan bakar,positive,0.601
4177,ipoh hor fun,positive,0.601
4784,kopi o kosong,positive,0.601
4860,kuih gandos,positive,0.601
5165,like attention,positive,0.601
5270,lotus,positive,0.601
5272,lotus root,positive,0.601
5357,machi,positive,0.601
5464,mamak stall,positive,0.601
5932,muslim,positive,0.601
6596,peace,positive,0.601
7097,puasa,positive,0.601
7211,rara,positive,0.601
7290,reliable,positive,0.601
7342,resolve issue,positive,0.601
7351,restaurant,positive,0.601
7568,samsui chicken,positive,0.601
7635,say so,positive,0.601
7745,self-restraint,positive,0.601
8600,sup sup sui,positive,0.601
8900,teh cino,positive,0.601
9236,trivial,positive,0.601
9802,without sugar,positive,0.601
9824,worf,positive,0.601
337,ah nia,positive,0.6
818,banquet,positive,0.6
1265,briyani dum,positive,0.6
1365,burger-shaped,positive,0.6
1412,cake lapis modern,positive,0.6
2009,cooked with meat,positive,0.6
2213,deep fry,positive,0.6
2729,eppadi irukkinga,positive,0.6
3179,full meal,positive,0.6
3530,gummy candy,positive,0.6
3795,hokkien hae mee,positive,0.6
3860,hotdog-shaped,positive,0.6
4083,indonesian cuisine,positive,0.6
4214,jak ba buay,positive,0.6
4711,kim jio,positive,0.6
5214,local delicacy,positive,0.6
5756,mini-packet,positive,0.6
6610,pecel lele,positive,0.6
6633,penang cuisine,positive,0.6
8231,soup based,positive,0.6
8456,stir fried,positive,0.6
9963,yupi gummy hotdog,positive,0.6
9965,yupi mini burger,positive,0.6
9994,zi char,positive,0.6
266,advantage,positive,0.599
911,beh pai,positive,0.599
1053,black rice vinegar,positive,0.599
1210,bottle-shaped,positive,0.599
1743,chinkiang vinegar,positive,0.599
1887,cola-flavored,positive,0.599
2600,eat ones fill,positive,0.599
2712,enhance flavour,positive,0.599
3067,football,positive,0.599
3128,fresh meat,positive,0.599
3129,fresh produce,positive,0.599
3183,full stomach,positive,0.599
3486,green chili,positive,0.599
4627,kenyang,positive,0.599
5358,mackerel,positive,0.599
5593,medan laksa,positive,0.599
5822,mommom eyeglass chocolate,positive,0.599
6034,neon-colored,positive,0.599
6505,pang giu,positive,0.599
7117,pulse ground,positive,0.599
7520,saht saht boh chioh,positive,0.599
7609,satiated,positive,0.599
7613,satisfy hunger,positive,0.599
7911,shrimp paste,positive,0.599
8230,soup,positive,0.599
9350,uncle ice cream,positive,0.599
9550,vadai,positive,0.599
9565,vee jay,positive,0.599
9719,wet market,positive,0.599
9829,worm-shaped,positive,0.599
9954,yum seng,positive,0.599
9964,yupi iced cola,positive,0.599
9966,yupi neon stix,positive,0.599
626,at your own discretion,positive,0.598
2565,dumpling festival,positive,0.598
2597,eat dumpling,positive,0.598
2718,enough time to prepare,positive,0.598
3637,have control,positive,0.598
4423,kang he kia,positive,0.598
4490,kee chang,positive,0.598
6416,own pace,positive,0.598
6417,own time own target,positive,0.598
6606,pearl-like,positive,0.598
6803,pineapple,positive,0.598
6977,pour between two cup,positive,0.598
7115,pulau pinang laksa,positive,0.598
7709,seed,positive,0.598
7733,selasih,positive,0.598
8758,take your time,positive,0.598
8763,talam ubi,positive,0.598
8922,teh tarik,positive,0.598
9006,thick frothy layer,positive,0.598
9959,yupi fruit cocktail,positive,0.598
698,babi pongteh,positive,0.597
801,bandage,positive,0.597
1241,bread crumb,positive,0.597
1630,cheese egg prata,positive,0.597
3526,gula melaka,positive,0.597
3548,hainanese pork chop,positive,0.597
3657,headgear,positive,0.597
4215,jalan jalan,positive,0.597
4338,kacang putih,positive,0.597
5072,laugh die me,positive,0.597
5099,leisure,positive,0.597
6534,paper cone,positive,0.597
6838,plaster,positive,0.597
6842,plasterwork,positive,0.597
6942,pork chop,positive,0.597
7123,pulut tai tai,positive,0.597
7449,roti helicopter,positive,0.597
7599,sarung,positive,0.597
7679,seal,positive,0.597
7889,shopping,positive,0.597
8209,songkok,positive,0.597
8360,steamed nut,positive,0.597
8504,stroll,positive,0.597
9839,wound dressing,positive,0.597
392,aiseh bedah,positive,0.596
537,appealing,positive,0.596
574,arousing,positive,0.596
798,banana fritter,positive,0.596
925,belanja,positive,0.596
1632,cheese pie,positive,0.596
1858,coat with flour,positive,0.596
2332,dipping sauce,positive,0.596
3057,food,positive,0.596
3283,genital,positive,0.596
3577,handsomelicious,positive,0.596
3613,hari raya aidilfitri,positive,0.596
3786,ho thia,positive,0.596
4178,ipoh laksa,positive,0.596
4238,jelly cup,positive,0.596
4257,jiak,positive,0.596
4786,kopi pao,positive,0.596
4982,laksa pulau pinang,positive,0.596
5204,lo hei,positive,0.596
5603,mee goreng,positive,0.596
5635,melodious,positive,0.596
6070,nice sounding,positive,0.596
6188,oath,positive,0.596
6591,pay on behalf,positive,0.596
6815,pisang goreng,positive,0.596
7364,return favor,positive,0.596
7607,satay sauce,positive,0.596
7829,sexual pleasure,positive,0.596
8591,sumpah,positive,0.596
8806,tangerang laksa,positive,0.596
9139,tomato ketchup,positive,0.596
9179,toss,positive,0.596
9223,treat,positive,0.596
9249,truth,positive,0.596
9299,tutup sebelah mata,positive,0.596
9552,vagina,positive,0.596
909,beh kia nang tu lan,positive,0.595
1648,cheydebah,positive,0.595
1657,chic,positive,0.595
2126,curry puff,positive,0.595
2964,filling,positive,0.595
3527,gulai daun singkong,positive,0.595
3776,hitto,positive,0.595
4785,kopi packet,positive,0.595
4980,laksa nyonya,positive,0.595
5333,ma lai gao,positive,0.595
5909,mung bean paste,positive,0.595
6314,orh chee bye,positive,0.595
6597,peach-shaped,positive,0.595
6738,perng kueh,positive,0.595
6780,pia ice cream,positive,0.595
6806,pink,positive,0.595
7242,red bean filling,positive,0.595
7519,saht saht,positive,0.595
7747,self-stimulate,positive,0.595
8654,sweet potato leaf,positive,0.595
8868,tau sar pau,positive,0.595
9892,yan yan,positive,0.595
398,aiskrim unker,positive,0.594
603,ask favour,positive,0.594
1969,confirm and guarantee,positive,0.594
2087,cross over,positive,0.594
2357,disc-shaped,positive,0.594
3775,hitch ride,positive,0.594
4764,kool,positive,0.594
4833,kuih abok abok,positive,0.594
5105,lemang,positive,0.594
5805,mobile cart,positive,0.594
5986,nasi goreng pattaya,positive,0.594
6263,onion prata,positive,0.594
6889,polite request,positive,0.594
7152,putu piring,positive,0.594
8364,steamed rice cake,positive,0.594
8534,stylish,positive,0.594
9276,tumpang,positive,0.594
9984,zero point,positive,0.594
264,adored,positive,0.593
480,ang tao peng,positive,0.593
1566,char siew noodles,positive,0.593
2883,fashion,positive,0.593
2941,fermented bean curd,positive,0.593
2975,finely chopped,positive,0.593
3120,french baguette,positive,0.593
3136,fried bee hoon,positive,0.593
3232,gandos,positive,0.593
3411,good,positive,0.593
3572,hand-woven fabric,positive,0.593
3658,headscarf,positive,0.593
3753,hijab,positive,0.593
3801,hollow bamboo tube,positive,0.593
4116,innocent,positive,0.593
4350,kain songket,positive,0.593
4823,kuai,positive,0.593
5633,melemang,positive,0.593
5718,milo dinosaur,positive,0.593
5962,nam yu,positive,0.593
7036,preserved dried cabbage,positive,0.593
7258,red yeast,positive,0.593
7451,roti john,positive,0.593
7538,salted radish,positive,0.593
9145,tong chye,positive,0.593
9697,wedding,positive,0.593
9704,well-behaved,positive,0.593
1565,char siew fun,positive,0.592
2120,curry chicken,positive,0.592
2128,curry puff sardine,positive,0.592
3246,gao kway nrng,positive,0.592
3590,happening,positive,0.592
3594,hapz,positive,0.592
3721,hiam fnb,positive,0.592
3749,high tea,positive,0.592
3867,housewife,positive,0.592
4442,kari lemak ayam,positive,0.592
4719,kin kah kin chew,positive,0.592
4850,kuih bom pisang,positive,0.592
4991,lam nua,positive,0.592
5080,laze,positive,0.592
5396,maintain balan,positive,0.592
7061,proactive,positive,0.592
7215,raw egg,positive,0.592
7393,rich husband,positive,0.592
7693,sedap,positive,0.592
7914,shuai,positive,0.592
8335,stayber pah marber,positive,0.592
8699,tai tai,positive,0.592
8787,tambelan laksa,positive,0.592
8824,tangy,positive,0.592
9283,tuna,positive,0.592
427,alluring,positive,0.591
441,amble,positive,0.591
696,babe,positive,0.591
701,baby,positive,0.591
758,bae,positive,0.591
1374,businessman,positive,0.591
1381,butcher,positive,0.591
1663,chicken broth,positive,0.591
2178,darling,positive,0.591
2526,drunken shrimp,positive,0.591
2571,durian,positive,0.591
2697,endearment term,positive,0.591
3068,football bet,positive,0.591
3131,freshwater shrimp,positive,0.591
3443,gorg,positive,0.591
3444,gorgeous,positive,0.591
4007,impromptu,positive,0.591
4455,katong laksa,positive,0.591
4858,kuih dodol,positive,0.591
4890,kuih rengas,positive,0.591
5423,makwa,positive,0.591
6584,pau chia,positive,0.591
7765,sell pork,positive,0.591
7842,shake leg company,positive,0.591
8042,sio,positive,0.591
8226,soto ayam,positive,0.591
8365,steamed shrimp,positive,0.591
8960,ter bak chek,positive,0.591
9197,trade meat,positive,0.591
9594,victory,positive,0.591
437,amazement,positive,0.59
673,awe,positive,0.59
1390,butter sugar bun,positive,0.59
1391,butter topping,positive,0.59
1574,charitable act,positive,0.59
1689,chili,positive,0.59
1698,chilli padi,positive,0.59
2959,fiery,positive,0.59
3139,fried fish,positive,0.59
3175,fuh,positive,0.59
3719,hey sho,positive,0.59
3840,horlicks soya bean,positive,0.59
3965,ikan masak kicap,positive,0.59
4005,impressed,positive,0.59
4801,korban,positive,0.59
4876,kuih lapis sarawak,positive,0.59
5976,nasi ambang,positive,0.59
6177,nugget,positive,0.59
6194,oblation,positive,0.59
6753,petite female,positive,0.59
7299,religious sacrifice,positive,0.59
7501,sachok,positive,0.59
7684,seaweed chicken,positive,0.59
8179,soft bun,positive,0.59
8271,spicy chilli,positive,0.59
8273,spin cracker,positive,0.59
8523,stunning,positive,0.59
8572,sugar topping,positive,0.59
9570,vegetables,positive,0.59
9613,vivacious,positive,0.59
9759,white bread,positive,0.59
9841,wow,positive,0.59
627,atas,positive,0.589
1519,chai kway,positive,0.589
1631,cheese mexico,positive,0.589
1756,chocolate,positive,0.589
1842,close relationship with neighbor,positive,0.589
2320,diluted tea,positive,0.589
2884,fashionable,positive,0.589
2913,favorable,positive,0.589
3691,help one another,positive,0.589
3751,highbrow,positive,0.589
3857,hot water,positive,0.589
4290,jio kia,positive,0.589
4403,kampung spirit,positive,0.589
5329,luxury,positive,0.589
5764,mirror,positive,0.589
6056,ngo hiang,positive,0.589
6793,pig fallopian tube,positive,0.589
6936,popular,positive,0.589
6937,popz,positive,0.589
6957,posh,positive,0.589
8129,smarties,positive,0.589
8215,sophisticated,positive,0.589
8259,spectacle chocolate,positive,0.589
8346,steali pom pee pee,positive,0.589
9710,well known,positive,0.589
9711,well liked,positive,0.589
391,aiseh,positive,0.588
836,barbeques pork,positive,0.588
873,beauty,positive,0.588
1035,biskut dahlia,positive,0.588
1388,butter cookie,positive,0.588
1564,char siew,positive,0.588
2135,custard powder,positive,0.588
2911,favor,positive,0.588
3416,good deal,positive,0.588
3837,horlicks peng,positive,0.588
5068,lau pei huet,positive,0.588
5319,lumpang,positive,0.588
5605,mee hoon,positive,0.588
5695,michael jackson,positive,0.588
5916,murah,positive,0.588
6217,offer help,positive,0.588
6320,orni,positive,0.588
6828,pizza-shaped,positive,0.588
7309,rempah udang,positive,0.588
7367,reunion dinner,positive,0.588
7417,roasted pork,positive,0.588
7622,save money,positive,0.588
8243,soybean,positive,0.588
8851,tau fa shui,positive,0.588
9960,yupi gummi pizza,positive,0.588
359,ai jiak zua mai,positive,0.587
1411,cake lapis,positive,0.587
1802,cincaluk,positive,0.587
2160,daisy biscuit,positive,0.587
2690,encik,positive,0.587
2885,fashionista,positive,0.587
3000,five spice powder,positive,0.587
3127,fresh,positive,0.587
3754,hijabista,positive,0.587
3956,ignore consequences,positive,0.587
4427,kannu,positive,0.587
4457,kau kay,positive,0.587
5104,lemak siput,positive,0.587
5127,less condensed milk,positive,0.587
5198,little red dot,positive,0.587
5365,mah mee,positive,0.587
5446,male warrant officer,positive,0.587
5688,mi mi,positive,0.587
5812,modest,positive,0.587
5934,muslim female,positive,0.587
6582,pau,positive,0.587
6817,pisang keling,positive,0.587
6940,pork,positive,0.587
7013,prawn paste,positive,0.587
7052,pride,positive,0.587
7426,rojak cina,positive,0.587
7864,shellfish,positive,0.587
8478,strategic location,positive,0.587
8558,successful country,positive,0.587
8648,sweet fruit,positive,0.587
8921,teh siu tai,positive,0.587
9564,various spice,positive,0.587
9579,vermicelli,positive,0.587
22,abide,positive,0.586
41,accept,positive,0.586
62,acknowledge,positive,0.586
380,air con,positive,0.586
407,akka,positive,0.586
411,alcohol free,positive,0.586
662,avoid heat,positive,0.586
1144,bo tai jee,positive,0.586
1453,careful slaughter,positive,0.586
1568,char siew polo bun,positive,0.586
1936,comprehend,positive,0.586
2011,cooking ingredient,positive,0.586
2012,cooking set,positive,0.586
2064,creativity,positive,0.586
2593,eat air,positive,0.586
2611,ecstatic,positive,0.586
2652,elated,positive,0.586
2660,elder sister,positive,0.586
2711,enhance flavor,positive,0.586
2749,euphoria,positive,0.586
2817,extremely happy,positive,0.586
3557,halal,positive,0.586
3592,happy like bird,positive,0.586
3817,honorific,positive,0.586
3984,imagination,positive,0.586
4217,jamb,positive,0.586
4291,jiu ceng gao,positive,0.586
4837,kuih ang koo,positive,0.586
4875,kuih lapis,positive,0.586
5522,masak masak,positive,0.586
5600,medium-sized,positive,0.586
5601,mee,positive,0.586
5617,mee tai bak,positive,0.586
5758,miniature,positive,0.586
5813,modest behavior,positive,0.586
5886,multi-layered cake,positive,0.586
5941,mutton rendang,positive,0.586
5979,nasi ayam penyet,positive,0.586
6144,noodles,positive,0.586
6376,overjoyed,positive,0.586
6421,oyster,positive,0.586
6422,oyster sauce,positive,0.586
6820,pisang rajah,positive,0.586
6944,pork free,positive,0.586
7627,savory bun,positive,0.586
7834,sexy,positive,0.586
7961,sibling,positive,0.586
8320,staple food,positive,0.586
8483,street smart,positive,0.586
9008,thick sauce,positive,0.586
9378,understand,positive,0.586
9380,understooded,positive,0.586
9540,urban,positive,0.586
9542,urbanista,positive,0.586
9674,wax apple,positive,0.586
9746,wheat flour,positive,0.586
396,aiskrim roti,positive,0.585
566,army personnel,positive,0.585
582,artillery,positive,0.585
583,arty,positive,0.585
1317,buay pai,positive,0.585
1449,career,positive,0.585
2203,decent looking,positive,0.585
3088,formation,positive,0.585
3176,fulamak,positive,0.585
3185,full time,positive,0.585
3436,good taste,positive,0.585
3442,goreng pisang,positive,0.585
5608,mee kari,positive,0.585
7164,qq,positive,0.585
7274,regular,positive,0.585
7973,sign on,positive,0.585
8310,stable job,positive,0.585
8731,tak pe,positive,0.585
8959,tepung gomak fnb,positive,0.585
9690,weapon,positive,0.585
9955,yummy,positive,0.585
506,anoneh,positive,0.584
769,bak chang,positive,0.584
799,banana leaf,positive,0.584
1569,char siew rice,positive,0.584
1651,chi kong,positive,0.584
1713,chinese cabbage,positive,0.584
1715,chinese cuisine,positive,0.584
1727,chinese melaka,positive,0.584
1826,clear sweetened syrup,positive,0.584
1929,complete service,positive,0.584
2016,cooling,positive,0.584
2139,cute,positive,0.584
2264,dessert,positive,0.584
2449,dodol china,positive,0.584
2453,dodol susu,positive,0.584
2508,drink,positive,0.584
2510,drink server,positive,0.584
2566,dumpling with filling,positive,0.584
2713,enjoy,positive,0.584
2794,exotic,positive,0.584
3116,free ride,positive,0.584
3297,getuk ubi,positive,0.584
3467,grated coconut,positive,0.584
